"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LVA","GGEXP","TOT","PC_GDP","A","2002",35.0043092347287,
"LVA","GGEXP","TOT","PC_GDP","A","2003",33.7828032846093,
"LVA","GGEXP","TOT","PC_GDP","A","2004",35.0501675134182,
"LVA","GGEXP","TOT","PC_GDP","A","2005",34.793021369786,
"LVA","GGEXP","TOT","PC_GDP","A","2006",36.479288724713,
"LVA","GGEXP","TOT","PC_GDP","A","2007",34.5390091788894,
"LVA","GGEXP","TOT","PC_GDP","A","2008",38.2809231720486,
"LVA","GGEXP","TOT","PC_GDP","A","2009",45.0715599698695,
"LVA","GGEXP","TOT","PC_GDP","A","2010",45.8276159084652,
"LVA","GGEXP","TOT","PC_GDP","A","2011",42.2796379650918,
"LVA","GGEXP","TOT","PC_GDP","A","2012",38.8109533395471,
"LVA","GGEXP","TOT","PC_GDP","A","2013",38.5330174807607,
"LVA","GGEXP","TOT","PC_GDP","A","2014",38.9227421782338,
"LVA","GGEXP","TOT","PC_GDP","A","2015",38.6365021895134,
"LVA","GGEXP","TOT","PC_GDP","A","2016",37.3613927282628,
"LVA","GGEXP","TOT","PC_GDP","A","2017",38.6836365989235,
"LVA","GGEXP","TOT","PC_GDP","A","2018",39.3468981965699,
"LVA","GGEXP","TOT","PC_GDP","A","2019",38.1517175872663,
"LVA","GGEXP","TOT","PC_GDP","A","2020",42.0099395772337,
"COL","GGEXP","EDU","PC_GDP","A","2009",3.93281948426354,
"COL","GGEXP","EDU","PC_GDP","A","2010",3.74425614821895,
"COL","GGEXP","EDU","PC_GDP","A","2011",3.67579233727987,
"COL","GGEXP","EDU","PC_GDP","A","2012",3.59050992712755,
"COL","GGEXP","EDU","PC_GDP","A","2013",3.97119142744713,
"COL","GGEXP","EDU","PC_GDP","A","2014",3.86064807714742,
"COL","GGEXP","EDU","PC_GDP","A","2015",4.06254815507051,
"COL","GGEXP","EDU","PC_GDP","A","2016",3.97646628431711,
"COL","GGEXP","EDU","PC_GDP","A","2017",4.17449327572514,
"COL","GGEXP","EDU","PC_GDP","A","2018",4.35122409497556,
"COL","GGEXP","EDU","PC_GDP","A","2019",4.11134002724354,
"COL","GGEXP","EDU","PC_GDP","A","2020",4.45520712032113,
"COL","GGEXP","TOT","PC_GDP","A","2009",30.1136023797087,
"COL","GGEXP","TOT","PC_GDP","A","2010",29.5101643201118,
"COL","GGEXP","TOT","PC_GDP","A","2011",29.2554557746643,
"COL","GGEXP","TOT","PC_GDP","A","2012",30.3599212011277,
"COL","GGEXP","TOT","PC_GDP","A","2013",31.4417029714617,
"COL","GGEXP","TOT","PC_GDP","A","2014",31.7004914124076,
"COL","GGEXP","TOT","PC_GDP","A","2015",31.8027270061092,
"COL","GGEXP","TOT","PC_GDP","A","2016",31.6412011363978,
"COL","GGEXP","TOT","PC_GDP","A","2017",31.7975253973238,
"COL","GGEXP","TOT","PC_GDP","A","2018",33.5157943330117,
"COL","GGEXP","TOT","PC_GDP","A","2019",33.0224098831396,
"COL","GGEXP","TOT","PC_GDP","A","2020",37.2100660946673,
"CRI","GGEXP","EDU","PC_GDP","A","2012",7.12790939360019,
"CRI","GGEXP","EDU","PC_GDP","A","2013",7.37016523251241,
"CRI","GGEXP","EDU","PC_GDP","A","2014",7.31424973044028,
"CRI","GGEXP","EDU","PC_GDP","A","2015",7.4155250453444,
"CRI","GGEXP","EDU","PC_GDP","A","2016",7.52254703990864,
"CRI","GGEXP","EDU","PC_GDP","A","2017",7.67354539200818,
"CRI","GGEXP","EDU","PC_GDP","A","2018",7.68013306566596,
"CRI","GGEXP","EDU","PC_GDP","A","2019",7.57930217120788,
"CRI","GGEXP","TOT","PC_GDP","A","2012",30.7553237146466,
"CRI","GGEXP","TOT","PC_GDP","A","2013",32.0180738467795,
"CRI","GGEXP","TOT","PC_GDP","A","2014",31.8548449948459,
"CRI","GGEXP","TOT","PC_GDP","A","2015",31.9262710917054,
"CRI","GGEXP","TOT","PC_GDP","A","2016",32.424541984538,
"CRI","GGEXP","TOT","PC_GDP","A","2017",32.8068999391684,
"CRI","GGEXP","TOT","PC_GDP","A","2018",33.1759322261334,
"CRI","GGEXP","TOT","PC_GDP","A","2019",34.2720764587726,
"LTU","GGEXP","EDU","PC_GDP","A","1995",5.24782169815454,
"LTU","GGEXP","EDU","PC_GDP","A","1996",5.3156426850047,
"LTU","GGEXP","EDU","PC_GDP","A","1997",5.13647563950458,
"LTU","GGEXP","EDU","PC_GDP","A","1998",5.74056605852771,
"LTU","GGEXP","EDU","PC_GDP","A","1999",6.68576871771721,
"LTU","GGEXP","EDU","PC_GDP","A","2000",5.97298228985053,
"LTU","GGEXP","EDU","PC_GDP","A","2001",5.97918564521912,
"LTU","GGEXP","EDU","PC_GDP","A","2002",6.05629313422571,
"LTU","GGEXP","EDU","PC_GDP","A","2003",5.69843970749636,
"LTU","GGEXP","EDU","PC_GDP","A","2004",6.52810992900318,
"LTU","GGEXP","EDU","PC_GDP","A","2005",6.20297804562241,
"LTU","GGEXP","EDU","PC_GDP","A","2006",5.37818300480743,
"LTU","GGEXP","EDU","PC_GDP","A","2007",4.9764541007784,
"LTU","GGEXP","EDU","PC_GDP","A","2008",5.73180094290002,
"LTU","GGEXP","EDU","PC_GDP","A","2009",6.73089572421897,
"LTU","GGEXP","EDU","PC_GDP","A","2010",5.91214186824168,
"LTU","GGEXP","EDU","PC_GDP","A","2011",5.5777712072852,
"LTU","GGEXP","EDU","PC_GDP","A","2012",5.41862072177635,
"LTU","GGEXP","EDU","PC_GDP","A","2013",5.2404225834579,
"LTU","GGEXP","EDU","PC_GDP","A","2014",5.03494806796107,
"LTU","GGEXP","EDU","PC_GDP","A","2015",5.07225754945981,
"LTU","GGEXP","EDU","PC_GDP","A","2016",4.77862323748545,
"LTU","GGEXP","EDU","PC_GDP","A","2017",4.54287656435056,
"LTU","GGEXP","EDU","PC_GDP","A","2018",4.52626556718214,
"LTU","GGEXP","EDU","PC_GDP","A","2019",4.60069866077942,
"LTU","GGEXP","EDU","PC_GDP","A","2020",5.12539972088538,
"LTU","GGEXP","TOT","PC_GDP","A","1995",34.5948033808219,
"LTU","GGEXP","TOT","PC_GDP","A","1996",36.568585986845,
"LTU","GGEXP","TOT","PC_GDP","A","1997",50.2781220581029,
"LTU","GGEXP","TOT","PC_GDP","A","1998",41.1826556325908,
"LTU","GGEXP","TOT","PC_GDP","A","1999",40.8471516394483,
"LTU","GGEXP","TOT","PC_GDP","A","2000",39.4440177586326,
"LTU","GGEXP","TOT","PC_GDP","A","2001",37.1372272969392,
"LTU","GGEXP","TOT","PC_GDP","A","2002",35.1928138516055,
"LTU","GGEXP","TOT","PC_GDP","A","2003",33.6159834623463,
"LTU","GGEXP","TOT","PC_GDP","A","2004",34.0696645460701,
"LTU","GGEXP","TOT","PC_GDP","A","2005",34.1154259585651,
"LTU","GGEXP","TOT","PC_GDP","A","2006",34.3474415010378,
"LTU","GGEXP","TOT","PC_GDP","A","2007",35.2915538745892,
"LTU","GGEXP","TOT","PC_GDP","A","2008",38.1331740317512,
"LTU","GGEXP","TOT","PC_GDP","A","2009",44.9514201392417,
"LTU","GGEXP","TOT","PC_GDP","A","2010",42.3823593540043,
"LTU","GGEXP","TOT","PC_GDP","A","2011",42.5315272592973,
"LTU","GGEXP","TOT","PC_GDP","A","2012",36.1820746084978,
"LTU","GGEXP","TOT","PC_GDP","A","2013",35.5600837742307,
"LTU","GGEXP","TOT","PC_GDP","A","2014",34.7457751825048,
"LTU","GGEXP","TOT","PC_GDP","A","2015",35.1660046743496,
"LTU","GGEXP","TOT","PC_GDP","A","2016",34.238768641114,
"LTU","GGEXP","TOT","PC_GDP","A","2017",33.2279099970901,
"LTU","GGEXP","TOT","PC_GDP","A","2018",33.9939870165579,
"LTU","GGEXP","TOT","PC_GDP","A","2019",34.7291286832715,
"LTU","GGEXP","TOT","PC_GDP","A","2020",42.664192238528,
